Gender,Age,Сredit_sum,Currency,Term_of_crediting_in day,Interest rate_%,Duration_of_stay_in_a_sity ,Maritial_status,Children,Job_position,Tenure_with_current_employer,Term_of_existence_of_enterprise,Company_type,Number_of_employees_in_kompany ,Income_customer,Costs_customer,goal_credit,Result
Male,32,17000,UAH,2520,17,120_9999,SINGLE,c0,AS,24_60,24_60,CA,31_50,1233,385,consumer_credit,good
Male,29,162976,UAH,3600,15,120_9999,MARRIED,c0,TM,12_18,12_24,OT,6_15,5011,550,flat,good
Female,33,1000,UAH,300,20,120_9999,SINGLE,c0,SP,120_9999,120_9999,OT,100_9999,617,385,consumer_credit,good
Female,59,5000,UAH,365,24,120_9999,DIVORCED,c0,AS,12_18,12_24,OT,6_15,1711,455,consumer_credit,good
Male,54,5000,UAH,365,24,120_9999,MARRIED,c0,TM,60_120,60_120,OT,31_50,1863,400,consumer_credit,good
Male,59,28840,UAH,3650,15,120_9999,MARRIED,c1,AS,60_120,24_60,CA,51_100,1135,320,flat,good
Male,33,3000,USD,1095,12,60_120,MARRIED,c1,AS,120_9999,120_9999,CI,100_9999,1334,450,flat,good
Female,32,12200,USD,1825,12,120_9999,SINGLE,c0,TM,24_60,24_60,WB,6_15,3365,650,consumer_credit,good
Male,29,15000,UAH,2555,17,120_9999,SINGLE,c0,TM,24_60,24_60,OT,0_5,850,300,consumer_credit,bad
Female,40,25000,UAH,2555,17,120_9999,MARRIED,c1,SP,120_9999,120_9999,EOG,100_9999,1690,360,consumer_credit,good
Male,51,50000,UAH,2555,17,120_9999,MARRIED,c1,TM,12_18,12_24,OT,6_15,4312,550,consumer_credit,good
Male,42,45000,UAH,1825,17,120_9999,MARRIED,c1,AS,24_60,24_60,ASTL,0_5,4130,800,consumer_credit,good
Female,48,2000,UAH,1080,16,120_9999,SINGLE,c0,AS,0_3,0_12,OT,0_5,714,460,consumer_credit,good
Male,63,3500,UAH,1080,16,120_9999,SINGLE,c0,AS,12_18,120_9999,OT,31_50,807,530,consumer_credit,good
Female,30,15000,UAH,1080,16,120_9999,SINGLE,c0,AS,120_9999,120_9999,OT,51_100,1446,480,consumer_credit,good
Female,47,15000,UAH,1080,16,120_9999,MARRIED,c1,AS,120_9999,120_9999,OT,51_100,1446,480,consumer_credit,good
Female,42,25000,UAH,1080,19,120_9999,DIVORCED,c1,MM,24_60,24_60,OT,31_50,3320,1000,consumer_credit,good
Male,42,25000,UAH,1080,19,120_9999,SINGLE,c0,MM,24_60,24_60,OT,31_50,3089,1000,consumer_credit,good
Male,31,14200,USD,3600,13,120_9999,MARRIED,c1,TM,24_60,24_60,OT,31_50,2852,800,flat,good
Female,39,5800,USD,3600,12,120_9999,SINGLE,c0,AS,0_3,60_120,EC,31_50,1941,900,flat,good
Female,28,10000,USD,3600,12,12_24,MARRIED,c0,AS,24_60,60_120,OT,31_50,2518,770,flat,good
Male,49,4000,USD,2520,12,24_60,MARRIED,c1,TM,24_60,60_120,OT,31_50,2445,1200,flat,good
Female,31,10000,UAH,1080,16,120_9999,SINGLE,c0,PE,24_60,120_9999,FS,100_9999,897,382,consumer_credit,good
Female,31,8000,UAH,1080,16,120_9999,DIVORCED,c0,PE,24_60,120_9999,FS,100_9999,900,382,consumer_credit,good
Female,35,5000,UAH,1080,16,120_9999,MARRIED,c0,PE,24_60,120_9999,FS,100_9999,1244,382,consumer_credit,good
Female,44,10000,UAH,1080,16,120_9999,MARRIED,c0,PE,120_9999,120_9999,FS,100_9999,1002,382,consumer_credit,good
Male,53,75000,UAH,2520,17,120_9999,MARRIED,c1,TM,24_60,24_60,CA,6_15,3494,970,consumer_credit,good
Female,51,1000,UAH,1080,16,120_9999,SINGLE,c0,SP,120_9999,120_9999,FS,51_100,662,382,consumer_credit,bad
Female,42,800,UAH,1080,16,120_9999,MARRIED,c0,PE,120_9999,120_9999,OT,51_100,587,382,consumer_credit,good
Female,46,2500,UAH,360,24,120_9999,MARRIED,c0,AS,24_60,24_60,OT,6_15,807,382,consumer_credit,good
Male,51,2000,UAH,360,24,120_9999,MARRIED,c0,AS,12_18,12_24,EC,100_9999,773,382,consumer_credit,good
Male,29,10000,UAH,360,24,120_9999,MARRIED,c0,TM,60_120,60_120,AG,100_9999,2064,382,consumer_credit,good
Male,59,22200,UAH,1080,19,120_9999,MARRIED,c0,AS,24_60,24_60,WB,0_5,2940,1146,consumer_credit,good
Male,41,5000,UAH,360,24,24_60,MARRIED,c1,AS,120_9999,120_9999,OT,100_9999,1165,400,consumer_credit,good
Female,50,20000,UAH,1800,17,120_9999,MARRIED,c0,AS,120_9999,120_9999,OT,100_9999,3318,1568,overhaul,good
Female,50,17500,UAH,2520,17,120_9999,MARRIED,c2,SP,24_60,24_60,OT,6_15,1564,740,flat,good
Male,45,17000,UAH,2520,17,120_9999,MARRIED,c1,AS,12_18,12_24,OT,6_15,1234,470,house,good
Male,40,15500,UAH,2520,17,120_9999,SINGLE,c0,AS,0_3,0_12,OT,51_100,1015,370,flat,good
Female,29,3500,UAH,360,24,120_9999,MARRIED,c0,AS,24_60,12_24,OT,51_100,1206,450,consumer_credit,good
Male,49,3500,UAH,360,24,120_9999,MARRIED,c0,AS,60_120,60_120,OT,100_9999,1443,600,consumer_credit,good
Male,58,5000,UAH,360,24,120_9999,MARRIED,c0,AS,120_9999,120_9999,HI,100_9999,2436,400,consumer_credit,good
Female,48,5000,USD,2555,15,120_9999,SINGLE,c0,MM,24_60,120_9999,FMG,31_50,1359,382,consumer_credit,good
Male,44,9400,USD,2520,12,60_120,SINGLE,c0,TM,0_3,0_12,OT,0_5,5002,382,flat,good
Male,26,700,UAH,365,24,120_9999,SINGLE,c0,AS,24_60,120_9999,HI,100_9999,619,382,consumer_credit,bad
Female,29,2500,UAH,360,24,120_9999,MARRIED,c0,MM,12_18,120_9999,EC,51_100,853,382,consumer_credit,good
Female,49,3200,UAH,360,24,60_120,MARRIED,c0,SP,24_60,60_120,FS,6_15,977,382,consumer_credit,good
Male,48,2500,UAH,360,24,120_9999,MARRIED,c0,MM,60_120,120_9999,CI,100_9999,1255,382,consumer_credit,good
Female,57,2000,UAH,1080,16,120_9999,MARRIED,c0,AS,12_18,120_9999,OT,100_9999,624,382,consumer_credit,good
Male,65,9000,UAH,360,24,120_9999,MARRIED,c0,AS,60_120,60_120,HI,100_9999,1832,382,consumer_credit,good
Female,35,5000,UAH,360,24,60_120,MARRIED,c0,TM,120_9999,120_9999,WB,0_5,8133,2482,consumer_credit,good
Female,47,600,UAH,360,19,120_9999,MARRIED,c0,AS,24_60,24_60,FS,6_15,620,382,consumer_credit,good
Male,47,6750,UAH,360,24,120_9999,MARRIED,c0,AS,12_18,24_60,ASTL,0_5,1511,382,consumer_credit,good
Female,57,1800,UAH,360,24,120_9999,DIVORCED,c0,SP,24_60,24_60,CA,6_15,912,382,consumer_credit,good
Female,41,3650,UAH,360,24,120_9999,MARRIED,c0,AS,120_9999,120_9999,EC,100_9999,1017,382,consumer_credit,good
Male,37,5000,UAH,360,24,120_9999,DIVORCED,c0,MM,0_3,0_12,WB,6_15,1252,382,consumer_credit,good
Male,49,2500,UAH,360,24,120_9999,MARRIED,c0,AS,60_120,120_9999,HI,100_9999,1358,382,consumer_credit,good
Male,38,5000,UAH,360,24,120_9999,MARRIED,c0,TM,24_60,24_60,WB,6_15,2112,382,consumer_credit,good
Female,44,1200,UAH,360,24,120_9999,SINGLE,c0,AS,120_9999,120_9999,MFC,100_9999,781,382,consumer_credit,good
Male,41,31000,UAH,1080,19,120_9999,MARRIED,c0,TM,12_18,12_24,WB,51_100,2518,382,consumer_credit,good
Male,41,1750,UAH,360,24,120_9999,MARRIED,c0,AS,12_18,120_9999,EOG,100_9999,895,382,consumer_credit,good
Female,51,2000,UAH,360,26,120_9999,MARRIED,c0,SP,120_9999,120_9999,FMG,6_15,806,382,consumer_credit,good
Female,53,4500,UAH,1080,16,120_9999,MARRIED,c0,SP,120_9999,120_9999,FS,6_15,764,382,consumer_credit,good
Male,45,4500,UAH,1080,16,120_9999,MARRIED,c0,AS,24_60,120_9999,ASTL,6_15,750,382,consumer_credit,good
Female,48,6000,UAH,360,24,120_9999,MARRIED,c0,SP,24_60,24_60,ASTL,6_15,1350,382,consumer_credit,good
Male,45,6000,UAH,360,24,120_9999,MARRIED,c0,TM,24_60,24_60,ASTL,6_15,1500,382,consumer_credit,good
Male,47,10000,UAH,360,24,60_120,SINGLE,c0,TM,120_9999,120_9999,WB,6_15,1900,382,consumer_credit,good
Male,51,1000,UAH,360,24,60_120,DIVORCED,c0,AS,120_9999,120_9999,HI,100_9999,796,382,consumer_credit,good
Female,40,1000,UAH,360,24,120_9999,SINGLE,c0,AS,0_3,120_9999,MFC,100_9999,659,382,consumer_credit,good
Female,43,3000,UAH,360,24,120_9999,MARRIED,c0,AS,60_120,120_9999,ALC,6_15,992,382,consumer_credit,good
Female,41,3000,UAH,360,24,60_120,SINGLE,c0,SP,60_120,120_9999,ALC,51_100,912,382,consumer_credit,good
Male,31,3000,UAH,360,24,120_9999,MARRIED,c1,AS,24_60,24_60,CI,51_100,1099,382,consumer_credit,good
Male,26,2500,UAH,360,24,120_9999,MARRIED,c1,AS,0_3,0_12,CI,100_9999,872,382,consumer_credit,good
Female,50,1500,UAH,365,24,120_9999,MARRIED,c2,AS,12_18,12_24,HI,100_9999,697,382,consumer_credit,good
Female,48,4000,UAH,360,24,120_9999,MARRIED,c0,SP,24_60,24_60,ITT,6_15,1120,382,consumer_credit,good
Female,37,5000,UAH,360,24,120_9999,MARRIED,c1,TM,60_120,60_120,WB,0_5,1200,382,consumer_credit,good
Male,48,10000,UAH,360,24,120_9999,MARRIED,c2,TM,60_120,60_120,WB,0_5,2466,382,consumer_credit,good
Male,41,760,UAH,360,24,120_9999,MARRIED,c0,AS,60_120,60_120,PSL,100_9999,600,382,consumer_credit,good
Female,31,2500,UAH,360,24,60_120,MARRIED,c1,AS,60_120,60_120,EC,31_50,996,382,consumer_credit,good
Female,46,2700,UAH,360,24,24_60,MARRIED,c2,TM,0_3,0_12,OT,0_5,862,382,consumer_credit,good
Male,35,2600,UAH,360,24,120_9999,MARRIED,c1,AS,12_18,12_24,CI,100_9999,991,382,consumer_credit,good
Female,31,4200,UAH,360,24,120_9999,MARRIED,c1,AS,0_3,0_12,OT,0_5,1131,382,consumer_credit,good
Male,42,3000,UAH,360,24,120_9999,MARRIED,c1,AS,24_60,24_60,CI,100_9999,1105,382,consumer_credit,good
Male,41,3200,UAH,360,24,120_9999,MARRIED,c0,AS,24_60,24_60,CI,100_9999,929,382,consumer_credit,good
Female,33,2200,UAH,360,24,120_9999,MARRIED,c1,AS,120_9999,120_9999,ASTL,100_9999,797,382,consumer_credit,good
Male,49,4000,UAH,360,24,120_9999,MARRIED,c1,AS,120_9999,120_9999,OT,31_50,1202,382,consumer_credit,good
Female,54,3000,UAH,360,24,120_9999,MARRIED,c1,AS,0_3,0_12,FS,31_50,924,382,consumer_credit,good
Male,29,2000,UAH,1080,16,120_9999,MARRIED,c0,MM,24_60,120_9999,FS,51_100,981,382,consumer_credit,good
Male,26,2650,USD,2520,12,120_9999,MARRIED,c0,AS,120_9999,120_9999,FMG,31_50,873,382,consumer_credit,good
Female,39,20000,UAH,1800,15,120_9999,SINGLE,c0,AS,12_18,120_9999,HI,100_9999,2859,1146,flat,good
Male,26,5000,USD,1800,12,120_9999,DIVORCED,c0,MM,12_18,120_9999,WB,51_100,1500,382,flat,good
Male,52,21670,UAH,3600,15,120_9999,SINGLE,c0,SP,60_120,120_9999,OT,100_9999,1729,764,flat,good
Female,32,1800,UAH,1080,16,120_9999,MARRIED,c0,PE,120_9999,120_9999,ITT,51_100,646,382,consumer_credit,good
Male,45,5000,UAH,1080,16,120_9999,MARRIED,c0,PE,24_60,24_60,ITT,51_100,1236,382,consumer_credit,good
Female,53,1000,UAH,360,16,120_9999,MARRIED,c0,PE,24_60,24_60,ITT,51_100,1632,800,consumer_credit,good
Male,30,4000,UAH,1080,16,120_9999,DIVORCED,c0,PE,24_60,24_60,ITT,51_100,760,370,consumer_credit,good
Male,46,6000,UAH,1080,19,120_9999,MARRIED,c0,AS,12_18,12_24,HI,100_9999,1203,400,overhaul,good
Male,54,3000,UAH,1080,19,120_9999,MARRIED,c0,AS,12_18,12_24,HI,100_9999,948,400,overhaul,good
Male,30,3000,UAH,360,19,120_9999,MARRIED,c0,AS,24_60,24_60,HI,100_9999,1436,400,consumer_credit,good
Male,42,3400,UAH,360,24,120_9999,DIVORCED,c0,AS,0_3,0_12,HI,100_9999,1405,400,overhaul,good
Female,52,4200,UAH,1080,19,120_9999,MARRIED,c0,AS,120_9999,120_9999,HI,100_9999,823,400,overhaul,good
Male,57,15000,UAH,1080,19,120_9999,MARRIED,c0,AS,24_60,24_60,OT,51_100,1638,400,overhaul,good
Female,41,3000,UAH,1080,19,120_9999,MARRIED,c0,AS,120_9999,120_9999,EOG,100_9999,1324,400,overhaul,good
Female,56,21000,UAH,1080,19,120_9999,MARRIED,c0,MM,24_60,24_60,EOG,100_9999,1570,260,overhaul,good
Female,56,28000,UAH,2520,17,60_120,MARRIED,c0,SP,24_60,24_60,AG,100_9999,2434,382,overhaul,good
Male,29,1500,UAH,360,24,24_60,MARRIED,c0,AS,24_60,24_60,FS,31_50,622,262,consumer_credit,good
Female,32,111400,UAH,1095,15,120_9999,DIVORCED,c0,TM,60_120,60_120,OT,0_5,8924,786,flat,good
Female,53,1600,UAH,360,24,12_24,MARRIED,c0,SP,24_60,120_9999,FMG,51_100,607,262,consumer_credit,good
Female,32,3000,UAH,360,24,24_60,MARRIED,c0,SP,120_9999,120_9999,FS,6_15,861,262,consumer_credit,good
Male,37,1700,UAH,360,24,120_9999,MARRIED,c0,AS,0_3,0_12,OT,31_50,630,262,consumer_credit,good
Female,46,15000,UAH,2160,17,60_120,MARRIED,c0,AS,24_60,24_60,WB,0_5,1000,262,overhaul,good
Male,46,5500,UAH,360,24,12_24,MARRIED,c0,AS,24_60,24_60,OT,100_9999,1219,262,consumer_credit,good
Female,41,1000,UAH,360,24,120_9999,SINGLE,c0,AS,120_9999,120_9999,OT,6_15,767,262,consumer_credit,good
Female,47,13000,UAH,1825,17,120_9999,MARRIED,c0,TM,12_18,12_24,WB,0_5,1299,524,house,good
Female,58,21000,UAH,1825,17,24_60,MARRIED,c0,TM,24_60,24_60,WB,0_5,3043,624,flat,good
Female,34,2000,UAH,365,24,60_120,MARRIED,c0,SP,24_60,120_9999,FMG,51_100,751,262,consumer_credit,good
Female,44,2000,UAH,360,24,120_9999,DIVORCED,c0,AS,12_18,12_24,OT,100_9999,664,262,consumer_credit,good
Male,47,5700,UAH,360,24,120_9999,MARRIED,c0,AS,24_60,24_60,AG,6_15,1200,262,consumer_credit,good
Female,45,2000,UAH,360,24,24_60,MARRIED,c0,AS,60_120,60_120,MFC,31_50,685,262,consumer_credit,good
Female,34,12800,USD,3600,12,24_60,MARRIED,c0,PE,12_18,12_24,OT,31_50,3010,262,house,good
Female,36,680,USD,360,14,120_9999,SINGLE,c0,AS,60_120,60_120,EC,31_50,992,382,consumer_credit,good
Male,45,10000,USD,2520,12,120_9999,SINGLE,c0,AS,24_60,24_60,WB,31_50,4800,987,consumer_credit,good
Male,31,500,USD,360,14,120_9999,MARRIED,c1,AS,120_9999,120_9999,ASTL,100_9999,4714,382,consumer_credit,good
Female,41,49500,UAH,1080,15,120_9999,MARRIED,c0,TM,60_120,60_120,FMCG,6_15,9950,5082,consumer_credit,good
Male,49,3000,UAH,1080,16,60_120,MARRIED,c0,AS,0_3,120_9999,OT,100_9999,798,382,consumer_credit,good
Male,34,8000,UAH,1080,18,120_9999,MARRIED,c0,MM,24_60,24_60,FMCG,100_9999,8106,382,consumer_credit,good
Female,32,5100,USD,2520,12,120_9999,SINGLE,c1,AS,24_60,24_60,MFC,31_50,1218,262,flat,good
Male,50,26778,USD,2520,12,120_9999,MARRIED,c0,TM,24_60,24_60,FMCG,51_100,5348,764,flat,good
Female,48,3800,UAH,360,24,120_9999,MARRIED,c0,AS,24_60,60_120,EC,51_100,1097,382,consumer_credit,good
Male,59,10000,USD,3600,13,120_9999,MARRIED,c1,AS,24_60,120_9999,ITT,100_9999,2107,644,flat,good
Female,35,1200,UAH,1080,16,120_9999,MARRIED,c0,SP,12_18,120_9999,FS,100_9999,562,382,consumer_credit,good
Male,26,141400,UAH,3600,15,120_9999,DIVORCED,c0,TM,24_60,24_60,WB,0_5,6336,382,house,good
Male,35,5100,UAH,1080,16,120_9999,MARRIED,c0,PE,120_9999,120_9999,OT,100_9999,782,382,consumer_credit,good
Male,59,20000,UAH,2190,15,12_24,MARRIED,c0,AS,120_9999,120_9999,FMCG,100_9999,1242,382,flat,good
Female,59,10955,USD,2555,12,12_24,MARRIED,c1,AS,120_9999,120_9999,FMG,51_100,2185,382,flat,good
Male,49,13333,USD,3285,13,120_9999,MARRIED,c0,AS,0_3,0_12,EC,51_100,3347,1064,flat,good
Male,60,15000,USD,1095,12,120_9999,MARRIED,c0,TM,12_18,24_60,ASTL,6_15,4246,550,overhaul,bad
Male,42,10000,USD,1825,12,120_9999,MARRIED,c0,AS,24_60,60_120,ASTL,31_50,2324,450,overhaul,good
Female,37,33000,USD,2555,12,120_9999,SINGLE,c0,SP,60_120,60_120,WB,6_15,5865,900,overhaul,good
Male,48,35000,UAH,2555,18,120_9999,SINGLE,c0,AS,60_120,120_9999,ASTL,100_9999,1900,450,flat,good
Male,30,50000,USD,2555,12,120_9999,MARRIED,c2,MM,24_60,60_120,ASTL,51_100,14483,1500,overhaul,good
Male,36,40000,UAH,2555,17,24_60,MARRIED,c0,AS,120_9999,120_9999,ASTL,100_9999,2181,840,overhaul,good
Male,47,32900,USD,1800,12,120_9999,MARRIED,c0,MM,60_120,120_9999,ASTL,100_9999,19715,1650,flat,good
Male,53,25000,USD,1080,12,120_9999,MARRIED,c1,MM,24_60,60_120,ASTL,100_9999,17693,1830,flat,good
Male,40,25000,USD,2520,12,120_9999,SINGLE,c1,AS,120_9999,120_9999,MFC,51_100,3961,480,house,good
Male,37,30000,USD,2520,12,120_9999,MARRIED,c2,AS,24_60,60_120,ASTL,6_15,18180,2100,consumer_credit,good
Male,53,15000,USD,1080,12,120_9999,MARRIED,c1,AS,60_120,120_9999,ASTL,6_15,23263,1900,consumer_credit,good
Male,53,170000,USD,1740,12,12_24,MARRIED,c2,TM,12_18,12_24,ASTL,0_5,37870,1300,consumer_credit,good
Male,59,8300,USD,3600,13,120_9999,SINGLE,c0,AS,0_3,0_12,ITT,6_15,1925,780,consumer_credit,good
Male,38,31385,USD,2520,12,120_9999,MARRIED,c0,AS,0_3,24_60,WB,100_9999,5720,900,flat,good
Female,34,2500,USD,1080,12,120_9999,DIVORCED,c0,AS,12_18,12_24,ASTL,51_100,1315,500,consumer_credit,good
Male,55,10000,USD,1080,12,120_9999,MARRIED,c2,MM,24_60,24_60,HRC,51_100,7015,4263,consumer_credit,good
Male,32,52000,USD,2520,12,120_9999,MARRIED,c1,TM,0_3,0_12,CA,6_15,18155,7740,consumer_credit,good
Male,52,73641,UAH,3600,15,120_9999,MARRIED,c1,AS,12_18,120_9999,CI,100_9999,2829,770,flat,good
Male,49,5000,USD,2520,14,120_9999,MARRIED,c0,AS,120_9999,120_9999,ASTL,100_9999,1757,534,overhaul,good
Female,51,6000,UAH,360,24,120_9999,MARRIED,c0,AS,60_120,60_120,FMG,100_9999,1265,384,consumer_credit,good
Female,48,3000,USD,4950,14,24_60,SINGLE,c0,MM,24_60,24_60,EC,51_100,820,394,flat,good
Male,50,11000,USD,2555,12,120_9999,MARRIED,c2,TM,12_18,12_24,OT,31_50,2341,550,flat,good
Female,36,7000,USD,2555,12,120_9999,MARRIED,c1,AS,12_18,12_24,MFC,0_5,2500,550,flat,good
Male,31,20000,USD,3650,13,120_9999,MARRIED,c2,AS,24_60,24_60,EOG,100_9999,4405,750,flat,good
Male,54,5000,USD,2555,12,0_3,MARRIED,c1,AS,24_60,24_60,OT,51_100,2258,475,flat,good
Male,37,15000,USD,5475,13,120_9999,SINGLE,c0,MM,0_3,24_60,ASTL,6_15,2308,400,flat,good
Female,29,800,USD,1095,12,120_9999,SINGLE,c1,PE,0_3,0_12,FS,100_9999,1132,300,consumer_credit,good
Female,58,8000,USD,2520,12,120_9999,SINGLE,c0,AS,0_3,0_12,FMCG,6_15,5140,500,flat,good
Male,40,20000,USD,2520,15,120_9999,MARRIED,c1,MM,24_60,24_60,ITT,6_15,4269,1100,overhaul,good
Male,39,9840,USD,2520,12,120_9999,MARRIED,c1,AS,24_60,60_120,ASTL,6_15,7727,1100,flat,good
Male,43,3000,UAH,360,24,24_60,SINGLE,c0,AS,12_18,24_60,OT,100_9999,1213,410,consumer_credit,good
Male,31,4800,UAH,360,24,60_120,MARRIED,c0,AS,24_60,60_120,OT,51_100,1276,450,consumer_credit,good
Male,28,5000,UAH,360,24,60_120,MARRIED,c0,AS,12_18,12_24,OT,51_100,1640,450,consumer_credit,good
Male,31,1500,UAH,360,24,24_60,MARRIED,c1,AS,120_9999,60_120,OT,100_9999,2055,1170,consumer_credit,good
Male,37,5000,UAH,360,24,24_60,MARRIED,c0,AS,12_18,12_24,OT,51_100,2405,1170,consumer_credit,good
Male,39,3500,UAH,360,24,60_120,SINGLE,c0,AS,12_18,12_24,OT,100_9999,1303,410,consumer_credit,good
Male,27,4500,UAH,360,24,12_24,MARRIED,c0,AS,24_60,24_60,OT,100_9999,1520,450,consumer_credit,good
Male,35,5000,UAH,360,24,120_9999,MARRIED,c0,AS,60_120,60_120,OT,51_100,3222,1200,consumer_credit,good
Male,38,1300,USD,360,14,60_120,MARRIED,c0,AS,24_60,24_60,OT,100_9999,3791,1050,consumer_credit,good
Male,33,152000,UAH,3650,15,120_9999,SINGLE,c0,AS,12_18,12_24,OT,100_9999,5758,520,flat,good
Male,31,5000,UAH,360,24,120_9999,MARRIED,c0,AS,12_18,120_9999,OT,100_9999,1234,410,consumer_credit,good
Male,44,4500,USD,1080,13,120_9999,MARRIED,c0,AS,12_18,12_24,ASTL,100_9999,2405,450,consumer_credit,good
Male,54,8000,UAH,360,24,60_120,SINGLE,c0,AS,24_60,24_60,OT,100_9999,2403,500,consumer_credit,good
Male,30,93995,USD,3600,13,120_9999,SINGLE,c0,MM,12_18,12_24,OT,51_100,12480,800,flat,good
Female,47,25000,USD,90,11,120_9999,MARRIED,c0,TM,24_60,24_60,AP,0_5,132866,4700,consumer_credit,good
Female,46,800,USD,1095,12,120_9999,SINGLE,c0,PE,0_3,0_12,FS,100_9999,754,400,consumer_credit,good
Female,58,3000,USD,1080,12,120_9999,SINGLE,c0,PE,0_3,120_9999,FS,100_9999,3500,1250,consumer_credit,good
Female,35,1500,UAH,360,16,120_9999,MARRIED,c0,PE,0_3,120_9999,FS,100_9999,850,500,consumer_credit,good
Female,25,3000,UAH,360,16,120_9999,MARRIED,c2,PE,60_120,12_24,FS,100_9999,1750,900,consumer_credit,good
Female,41,7500,UAH,360,24,120_9999,MARRIED,c0,MM,24_60,12_24,LI,31_50,1500,400,overhaul,good
Male,43,1780,USD,360,14,120_9999,MARRIED,c0,AS,24_60,12_24,OT,100_9999,1591,410,consumer_credit,good
Female,58,2000,UAH,360,12,120_9999,MARRIED,c0,AS,0_3,120_9999,FS,51_100,780,400,consumer_credit,good
Female,54,3000,USD,1080,12,120_9999,MARRIED,c0,AS,60_120,120_9999,FS,51_100,1600,600,consumer_credit,good
Female,59,3000,USD,1080,12,120_9999,MARRIED,c0,AS,24_60,120_9999,FS,51_100,1470,500,consumer_credit,good
Female,61,1000,USD,360,17,120_9999,MARRIED,c0,AS,0_3,120_9999,ITT,51_100,2560,1000,consumer_credit,good
Female,47,1000,USD,360,17,120_9999,MARRIED,c0,AS,60_120,120_9999,ITT,51_100,7380,1300,consumer_credit,good
Male,46,129576,UAH,2520,17,120_9999,MARRIED,c0,MM,24_60,120_9999,ASTL,0_5,14140,1650,flat,good
Female,50,700,USD,1095,12,120_9999,MARRIED,c2,AS,24_60,60_120,FS,100_9999,1270,800,consumer_credit,good
Female,44,50000,UAH,1080,17,0_3,MARRIED,c0,MM,60_120,60_120,WB,6_15,6225,1250,consumer_credit,good
Male,36,12000,USD,1800,13,120_9999,MARRIED,c2,AS,120_9999,120_9999,ASTL,6_15,7070,1350,overhaul,good
Male,47,99000,USD,3600,12,120_9999,MARRIED,c1,MM,60_120,60_120,WB,31_50,17160,5148,flat,good
Male,40,11000,USD,2520,13,120_9999,MARRIED,c1,AS,60_120,60_120,HRC,51_100,2049,600,consumer_credit,good
Male,49,15000,USD,2520,12,60_120,MARRIED,c1,MM,0_3,0_12,OT,100_9999,3556,1100,flat,good
Female,34,31401,USD,2520,12,120_9999,MARRIED,c0,AS,0_3,0_12,FMG,51_100,5107,850,flat,good
Male,29,8231,USD,360,12,120_9999,MARRIED,c2,MM,24_60,120_9999,ASTL,100_9999,19715,3500,flat,good
Male,46,25000,USD,1800,14,120_9999,MARRIED,c2,AS,60_120,60_120,OT,0_5,6320,2000,consumer_credit,good
Female,35,18560,USD,2520,12,120_9999,DIVORCED,c0,SP,12_18,12_24,ASTL,0_5,4160,1150,flat,good
Male,33,100000,UAH,1080,17,120_9999,MARRIED,c3,AS,60_120,120_9999,ASTL,100_9999,6895,1400,consumer_credit,good
Male,42,39485,USD,2520,12,24_60,SINGLE,c0,TM,24_60,24_60,OT,0_5,6533,620,flat,good
Male,42,23800,USD,3600,13,24_60,DIVORCED,c0,AS,12_18,60_120,ASTL,31_50,4800,1400,flat,good
Male,36,75000,USD,2520,12,120_9999,MARRIED,c0,AS,120_9999,60_120,ASTL,100_9999,22311,1250,flat,good
Male,54,30330,USD,5400,13,60_120,MARRIED,c0,AS,24_60,120_9999,WB,100_9999,4263,750,flat,good
Female,40,7400,USD,2520,12,60_120,MARRIED,c0,AS,24_60,24_60,WB,0_5,2100,750,consumer_credit,good
Male,47,24814,USD,5400,13,120_9999,MARRIED,c0,AS,24_60,24_60,ASTL,51_100,3788,850,flat,good
Male,34,25000,USD,1800,12,120_9999,MARRIED,c0,AS,60_120,60_120,ASTL,100_9999,7676,1100,consumer_credit,good
Female,37,26000,USD,2520,12,60_120,MARRIED,c3,TM,24_60,24_60,MFC,0_5,9441,1850,consumer_credit,good
Male,39,60000,UAH,1800,15,60_120,DIVORCED,c1,AS,24_60,60_120,WB,100_9999,6737,925,consumer_credit,good
Male,40,7000,UAH,360,24,120_9999,MARRIED,c2,AS,60_120,60_120,FS,100_9999,2268,306,consumer_credit,good
Female,41,15000,UAH,1800,17,120_9999,MARRIED,c0,AS,24_60,24_60,MFC,100_9999,1106,362,consumer_credit,good
Male,55,3000,UAH,360,24,60_120,MARRIED,c0,AS,24_60,24_60,FMG,51_100,908,306,consumer_credit,good
Male,45,10500,USD,1440,11,60_120,MARRIED,c1,MM,60_120,60_120,WB,51_100,3053,906,flat,good
Female,45,7500,UAH,1080,16,120_9999,MARRIED,c0,PE,12_18,24_60,FS,100_9999,1200,552,consumer_credit,good
Male,35,5000,UAH,360,24,120_9999,MARRIED,c0,AS,24_60,24_60,ASTL,51_100,1196,382,consumer_credit,good
Female,32,25750,UAH,2520,17,60_120,MARRIED,c1,SP,24_60,24_60,FMG,100_9999,2242,750,flat,good
Male,33,2500,UAH,1050,18,120_9999,MARRIED,c0,AS,120_9999,120_9999,CA,100_9999,1030,520,consumer_credit,good
Male,47,2200,UAH,1050,18,120_9999,MARRIED,c0,AS,24_60,24_60,OT,100_9999,788,420,consumer_credit,good
Female,45,2350,UAH,1050,18,120_9999,MARRIED,c0,AS,120_9999,120_9999,OT,100_9999,791,420,consumer_credit,good
